Taxon	ZeeviD_2015.metaphlan_bugs_list.stool:PNP_Main_265	VatanenT_2016.metaphlan_bugs_list.stool:G80343	NielsenHB_2014.metaphlan_bugs_list.stool:MH0039	LiJ_2014.metaphlan_bugs_list.stool:O2.UC37-1	ChengpingW_2017.metaphlan_bugs_list.stool:AS96raw	LouisS_2016.metaphlan_bugs_list.stool:AS64_3	HMP_2012.metaphlan_bugs_list.stool:SRS014613	NielsenHB_2014.metaphlan_bugs_list.stool:O2_UC31_0	NielsenHB_2014.metaphlan_bugs_list.stool:MH0146	ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ55C_17	VogtmannE_2016.metaphlan_bugs_list.stool:MMRS59699117ST-27-0-0	BackhedF_2015.metaphlan_bugs_list.stool:SID622_M	LiSS_2016.metaphlan_bugs_list.stool:FAT_015-22-0-0	LiJ_2017.metaphlan_bugs_list.stool:H3M516909	QinJ_2012.metaphlan_bugs_list.stool:T2D-005	VincentC_2016.metaphlan_bugs_list.stool:MM094.2	LoombaR_2017.metaphlan_bugs_list.stool:SID1019_aas	ZeeviD_2015.metaphlan_bugs_list.stool:PNP_Main_346	BackhedF_2015.metaphlan_bugs_list.stool:SID18_12M	NielsenHB_2014.metaphlan_bugs_list.stool:V1_UC50_1	BackhedF_2015.metaphlan_bugs_list.stool:SID7_4M	JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142139	BackhedF_2015.metaphlan_bugs_list.stool:SID70_12M	KarlssonFH_2013.metaphlan_bugs_list.stool:S353	NielsenHB_2014.metaphlan_bugs_list.stool:O2_UC2_0	VatanenT_2016.metaphlan_bugs_list.stool:G78843	LiSS_2016.metaphlan_bugs_list.stool:FAT_012-22-42-0	VatanenT_2016.metaphlan_bugs_list.stool:G69160	ZeeviD_2015.metaphlan_bugs_list.stool:PNP_Main_596	FengQ_2015.metaphlan_bugs_list.stool:SID530315	XieH_2016.metaphlan_bugs_list.stool:YSZC12003_35550	NielsenHB_2014.metaphlan_bugs_list.stool:O2_UC29_2	MatsonV_2018.metaphlan_bugs_list.stool:SAM_14	ZeeviD_2015.metaphlan_bugs_list.stool:PNP_Main_704	VogtmannE_2016.metaphlan_bugs_list.stool:MMRS40913371ST-27-0-0	LiJ_2017.metaphlan_bugs_list.stool:H2M514108	JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142184	BackhedF_2015.metaphlan_bugs_list.stool:SID276_4M	LeChatelierE_2013.metaphlan_bugs_list.stool:MH0114	ChengpingW_2017.metaphlan_bugs_list.stool:AS109raw	CosteaPI_2017.metaphlan_bugs_list.stool:SID713A029-11-90-0	PasolliE_2018.metaphlan_bugs_list.stool:V12_01_2FE	CosteaPI_2017.metaphlan_bugs_list.stool:SID713A004-11-0-0	RampelliS_2015.metaphlan_bugs_list.stool:H24	BritoIL_2016.metaphlan_bugs_list.stool:W1.21.ST	PasolliE_2018.metaphlan_bugs_list.stool:A48_01_1FE	PehrssonE_2016.metaphlan_bugs_list.stool:SID08I_170	PasolliE_2018.metaphlan_bugs_list.stool:V31_01_2FE	TettAJ_2019_b.metaphlan_bugs_list.stool:C16-20244-GH	BritoIL_2016.metaphlan_bugs_list.stool:WL.32.ST	TettAJ_2019_a.metaphlan_bugs_list.stool:C16-20647-TZ	BritoIL_2016.metaphlan_bugs_list.stool:W1.22.ST	PasolliE_2018.metaphlan_bugs_list.stool:A91_01_1FE	CosteaPI_2017.metaphlan_bugs_list.stool:SID713A058-11-90-0	PasolliE_2018.metaphlan_bugs_list.stool:A91_02_1FE	Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:SM11	BritoIL_2016.metaphlan_bugs_list.stool:W1.38.ST	SmitsSA_2017.metaphlan_bugs_list.stool:TZ_39371	TettAJ_2019_a.metaphlan_bugs_list.stool:C16-20473-TZ	CosteaPI_2017.metaphlan_bugs_list.stool:SID713B037-11-0-0	BritoIL_2016.metaphlan_bugs_list.stool:W1.6.ST	BritoIL_2016.metaphlan_bugs_list.stool:W2.19.ST	TettAJ_2019_b.metaphlan_bugs_list.stool:C16-20275-GH	CosteaPI_2017.metaphlan_bugs_list.stool:SID713B046-11-0-0	Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:SM25	SmitsSA_2017.metaphlan_bugs_list.stool:TZ_21618	RampelliS_2015.metaphlan_bugs_list.stool:H20	TettAJ_2019_a.metaphlan_bugs_list.stool:C16-20374-TZ	LiuW_2016.metaphlan_bugs_list.stool:SRR3992994	CosteaPI_2017.metaphlan_bugs_list.stool:SID713B030-11-0-0	BritoIL_2016.metaphlan_bugs_list.stool:M1.57.ST	BritoIL_2016.metaphlan_bugs_list.stool:M1.65.ST	PasolliE_2018.metaphlan_bugs_list.stool:A89_02_1FE	CosteaPI_2017.metaphlan_bugs_list.stool:SID713A076-11-0-0	PasolliE_2018.metaphlan_bugs_list.stool:A42_02_1FE	PehrssonE_2016.metaphlan_bugs_list.stool:SID240301	TettAJ_2019_c.metaphlan_bugs_list.stool:CM_D26_M0_18	TettAJ_2019_b.metaphlan_bugs_list.stool:C16-20049-GH	PehrssonE_2016.metaphlan_bugs_list.stool:SID09E_519	PehrssonE_2016.metaphlan_bugs_list.stool:SID08C_021	Lib4_3	Lib4_7	s_02	Lib3_6	Lib4_6	Lib4_1	Lib4_4	Lib4_8	Lib4_5	Lib4_2	Lib3_9	ERR1883623	ERR1883556	ERR1883448	ERR1883403	ERR1883529	ERR1883543	ERR1883460	ERR1883427	ERR1883665	ERR1883811	ERR1883583	ERR1883612	ERR1883540	ERR1883784	ERR1883598	ERR1883642	ERR1883482	ERR1883511	ERR1883479	ERR1883794	ERR1883647	ERR1883476	ERR1883551	ERR1883418	ERR1883689	ERR1883810	ERR1883473	ERR1883519	ERR1883661	ERR1883475	ERR1883710	ERR1883406	ERR1883584	ERR1883601	ERR1883726	ERR1883713	ERR1883408	ERR1883740	Lib4_10	Lib4_11	Lib4_12	CBA001	ECO004	DRL001	BRF001	TRO001	LEI010	MLP001	CMN001
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	473078	5640364	2097385	1944269	6340495	5378661	10252873	1825432	1549758	2100621	3616776	2002649	4261332	45684	1482991	8362	42906	2151740	5795615	1711060	0	2207602	1063146	345850	1660598	4089	5269954	0	14215364	104754	13144508	1206207	1023122	8138890	8767527	1291886	367602	1495	1092284	1637219	92633	20186	3293	172621	150015	611	87547	16605	107233	1064835	38649	129231	17649	160718	102317	143896	1840	0	1192239	141812	4225682	52503	1049564	174187	18129	0	0	313501	732780	324400	27762	116764	2258	880324	0	0	1221329	653105	145611	0	3208472	4438096	1113648	0	137003	0	32305843	155999	5633	1065	751883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	3624	1505278	36133	94	3004	56732	0	3999	53965	47140	51926	78027	48243	0	78612	0	671	225811	760576	0	0	171396	0	17665	20542	3327	21155	0	4693811	0	267440	15090	0	471716	112	2410	32295	0	85992	32463	0	2089	0	0	3845	0	1914	1218	3498	40730	0	2251	0	0	41063	4360	0	0	0	1771	1408113	0	453715	13573	0	0	0	34261	20750	24473	0	48919	0	5094	0	0	11757	71364	0	0	0	0	16183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__GCF_000265365	3624	1505278	36133	94	3004	56732	0	3999	53965	47140	51926	78027	48243	0	78612	0	671	225811	760576	0	0	171396	0	17665	20542	3327	21155	0	4693811	0	267440	15090	0	471716	112	2410	32295	0	85992	32463	0	2089	0	0	3845	0	1914	1218	3498	40730	0	2251	0	0	41063	4360	0	0	0	1771	1408113	0	453715	13573	0	0	0	34261	20750	24473	0	48919	0	5094	0	0	11757	71364	0	0	0	0	16183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	1774	61712	4566	0	14096	46376	20671	9388	109916	0	0	21785	19944	0	0	0	0	4205	0	34664	0	8472	0	0	11757	0	13503	0	314229	4396	183518	16131	0	58307	55561	10390	0	0	0	0	69534	685	0	0	0	0	0	0	0	797989	0	0	0	0	0	0	0	0	471483	0	1134034	0	26065	0	0	0	0	0	1004	24784	0	0	0	0	0	0	17399	0	0	0	0	0	0	0	137003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus|t__GCF_000231275	1774	61712	4566	0	14096	46376	20671	9388	109916	0	0	21785	19944	0	0	0	0	4205	0	34664	0	8472	0	0	11757	0	13503	0	314229	4396	183518	16131	0	58307	55561	10390	0	0	0	0	69534	685	0	0	0	0	0	0	0	797989	0	0	0	0	0	0	0	0	471483	0	1134034	0	26065	0	0	0	0	0	1004	24784	0	0	0	0	0	0	17399	0	0	0	0	0	0	0	137003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	111817	1212978	340751	341218	141710	4199629	1555194	48073	157926	102534	677722	893534	102023	17382	0	306	8507	101415	777855	68603	0	120213	1053440	2427	57580	0	40863	0	514192	27309	1075300	137240	787718	395084	5300856	1656	13819	0	224304	247031	0	0	0	15861	0	0	0	0	0	0	0	0	0	10562	0	0	0	0	0	13716	81605	0	1020	258	0	0	0	0	343828	8935	0	0	0	1013	0	0	23985	69576	9016	0	0	140867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii|t__GCF_000374505	111817	1212978	340751	341218	141710	4199629	1555194	48073	157926	102534	677722	893534	102023	17382	0	306	8507	101415	777855	68603	0	120213	1053440	2427	57580	0	40863	0	514192	27309	1075300	137240	787718	395084	5300856	1656	13819	0	224304	247031	0	0	0	15861	0	0	0	0	0	0	0	0	0	10562	0	0	0	0	0	13716	81605	0	1020	258	0	0	0	0	343828	8935	0	0	0	1013	0	0	23985	69576	9016	0	0	140867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	240667	1129631	1167267	22075	5644442	1011679	7428012	1199376	1227951	643222	2887128	542589	3597883	0	1403018	0	33727	1237975	4257188	1537825	0	1526746	9707	287609	1332512	0	4932684	0	7340322	49103	9900496	772235	0	4195358	3073192	897999	176938	392	11594	1225428	0	0	287	156760	27558	0	0	697	4714	0	12676	0	0	14413	0	0	0	0	0	92159	665727	0	24007	0	6373	0	0	0	119840	27084	10324	0	0	712735	0	0	578162	101308	18250	0	0	1022349	0	0	0	0	0	1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis|t__GCF_000154465	240667	1129631	1167267	22075	5644442	1011679	7428012	1199376	1227951	643222	2887128	542589	3597883	0	1403018	0	33727	1237975	4257188	1537825	0	1526746	9707	287609	1332512	0	4932684	0	7340322	49103	9900496	772235	0	4195358	3073192	897999	176938	392	11594	1225428	0	0	287	156760	27558	0	0	697	4714	0	12676	0	0	14413	0	0	0	0	0	92159	665727	0	24007	0	6373	0	0	0	119840	27084	10324	0	0	712735	0	0	578162	101308	18250	0	0	1022349	0	0	0	0	0	1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	49166	1502334	408006	1013781	536681	502	1248985	444402	0	1022418	0	374645	357580	5277	0	0	0	494002	0	69968	0	379142	0	34657	236575	0	256079	0	171189	23945	1631761	261959	0	2102123	337804	378633	140822	474	330419	116501	23099	10984	0	0	62247	611	38929	900	99021	160419	14695	7584	17649	873	0	123433	0	0	540472	11325	926491	38231	541890	156190	8860	0	0	167080	184327	237311	10134	55090	0	155052	0	0	540563	389112	37676	0	751558	1609195	0	0	0	0	1366421	0	3025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii|t__GCF_000210575	49166	1502334	408006	1013781	536681	502	1248985	444402	0	1022418	0	374645	357580	5277	0	0	0	494002	0	69968	0	379142	0	34657	236575	0	256079	0	171189	23945	1631761	261959	0	2102123	337804	378633	140822	474	330419	116501	23099	10984	0	0	62247	611	38929	900	99021	160419	14695	7584	17649	873	0	123433	0	0	540472	11325	926491	38231	541890	156190	8860	0	0	167080	184327	237311	10134	55090	0	155052	0	0	540563	389112	37676	0	751558	1609195	0	0	0	0	1366421	0	3025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_AP11	36190	0	62902	0	0	63186	0	72633	0	269977	0	48986	116339	0	0	0	0	59334	0	0	0	0	0	0	0	0	0	0	958292	0	0	0	0	870730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1398655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_AP11|t__GCF_000321205	36190	0	62902	0	0	63186	0	72633	0	269977	0	48986	116339	0	0	0	0	59334	0	0	0	0	0	0	0	0	0	0	958292	0	0	0	0	870730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1398655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_unclassified	0	0	0	541312	0	0	0	0	0	0	0	0	0	23025	0	8056	0	0	0	0	0	0	0	0	0	762	0	0	0	0	0	0	235404	0	0	0	0	630	0	0	0	5371	3005	0	0	0	32795	8858	0	0	4685	8604	0	0	61254	0	1840	0	0	22849	0	0	0	0	0	0	0	0	0	0	5917	0	2258	0	0	0	0	0	74840	0	2430073	240773	899948	0	0	0	30542012	121990	2634	1065	693409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	0	0	27987	0	0	0	0	3248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4850	0	0	0	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0	0	0	0	283831	0	0	0	30386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16732403	20882360	14926777	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	0	0	27987	0	0	0	0	3248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4850	0	0	0	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0	0	0	0	283831	0	0	0	30386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16732403	20882360	14926777	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	0	0	27987	0	0	0	0	3248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4850	0	0	0	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0	0	0	0	283831	0	0	0	30386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16726079	20882360	14926777	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter	0	0	27987	0	0	0	0	3248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13247704	1246494	7713663	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_unclassified	0	0	27987	0	0	0	0	3248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13226633	1246494	7713663	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0	0	0	0	283831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3478375	19635865	7213113	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0	0	0	0	283831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2754826	19635865	7213113	0	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus_Thermus	0	0	10888	0	0	0	0	1590	0	0	0	0	0	0	0	0	2520	0	0	0	0	0	0	0	0	0	7270	0	0	0	1497	2140	0	0	0	0	0	0	1973	0	0	0	0	0	0	0	0	0	0	3153	0	19581	0	0	0	31022	0	0	0	0	0	22798	0	0	0	0	0	0	0	0	7718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117501	0	371516	0	299826	406487	104676	0	0	0	0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci	0	0	10888	0	0	0	0	1590	0	0	0	0	0	0	0	0	2520	0	0	0	0	0	0	0	0	0	7270	0	0	0	1497	2140	0	0	0	0	0	0	1973	0	0	0	0	0	0	0	0	0	0	3153	0	19581	0	0	0	31022	0	0	0	0	0	22798	0	0	0	0	0	0	0	0	7718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117501	0	371516	0	299826	406487	104676	0	0	0	0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales	0	0	10888	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7270	0	0	0	1497	2140	0	0	0	0	0	0	1973	0	0	0	0	0	0	0	0	0	0	3153	0	19581	0	0	0	31022	0	0	0	0	0	22798	0	0	0	0	0	0	0	0	7718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117501	0	371516	0	299826	406487	104676	0	0	0	0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae	0	0	10888	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7270	0	0	0	1497	2140	0	0	0	0	0	0	1973	0	0	0	0	0	0	0	0	0	0	3153	0	19581	0	0	0	31022	0	0	0	0	0	22798	0	0	0	0	0	0	0	0	7718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117501	0	371516	0	299826	406487	104676	0	0	0	0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus	0	0	10888	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7270	0	0	0	1497	2140	0	0	0	0	0	0	1973	0	0	0	0	0	0	0	0	0	0	3153	0	19581	0	0	0	31022	0	0	0	0	0	22798	0	0	0	0	0	0	0	0	7718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117501	0	371516	0	299826	406487	104676	0	0	0	0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_unclassified	0	0	10888	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7270	0	0	0	1497	2140	0	0	0	0	0	0	1973	0	0	0	0	0	0	0	0	0	0	3153	0	19581	0	0	0	31022	0	0	0	0	0	22798	0	0	0	0	0	0	0	0	7718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117501	0	371516	0	299826	406487	104676	0	0	0	0
k__Bacteria|p__Firmicutes	23260022	9800467	14863258	33589060	20481299	2090558	26318276	39041970	8494594	58886157	18253987	15792828	24440726	3300201	6109212	2495941	18178953	12107299	13565622	32732119	234807	45670427	15990792	22403959	50095794	20592751	35288749	9950490	15032280	18895906	51949917	39280936	8929308	4675315	42375774	11992260	38700950	2067308	20700700	3758206	37596526	57145248	53953689	37434253	54358107	10320017	14000530	31965702	25356733	63477028	29680256	60427265	34229762	33421605	25170383	58330460	48492657	1942197	16258897	56001769	82504700	98586255	7055412	43897134	58115479	2385306	16348570	19468843	20739558	17994406	48537412	63314643	53652431	33360858	10295953	4495413	43360000	35959354	382668	2572098	157818169	104502256	628883217	9502432	254540204	131000870	230472131	204382951	11567013	189066853	245740235	0	0	0	0	0	0	0	84972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5646393	311490	10846618	0	0	0	0	1746793	0	0	0
